province,city,year,month,price
北京,门头沟,2011,09,18208
北京,门头沟,2011,08,18621
北京,门头沟,2011,07,18924
北京,门头沟,2011,06,19701
北京,门头沟,2011,05,20011
北京,门头沟,2011,04,20157
北京,门头沟,2011,03,20519
北京,门头沟,2011,02,20266
北京,门头沟,2011,01,19133
北京,房山,2011,12,11148
北京,房山,2011,11,11239
北京,房山,2011,10,11667
北京,房山,2011,09,11862
北京,房山,2011,08,12051
北京,房山,2011,07,12055
北京,房山,2011,06,11978
北京,房山,2011,05,12218
北京,房山,2011,04,12485
北京,房山,2011,03,12575
北京,房山,2011,02,12384
北京,房山,2011,01,12104
北京,大兴,2011,12,16230
北京,大兴,2011,11,16494
北京,大兴,2011,10,16672
北京,大兴,2011,09,16863
北京,大兴,2011,08,17048
北京,大兴,2011,07,17254
北京,大兴,2011,06,17429
北京,大兴,2011,05,17565
北京,大兴,2011,04,17739
北京,大兴,2011,03,17593
北京,大兴,2011,02,17406
北京,大兴,2011,01,16963
北京,昌平,2011,12,15947
北京,昌平,2011,11,16488
北京,昌平,2011,10,16755
北京,昌平,2011,09,16860
北京,昌平,2011,08,16931
北京,昌平,2011,07,17303
北京,昌平,2011,06,17549
北京,昌平,2011,05,17604
北京,昌平,2011,04,17706
北京,昌平,2011,03,17831
北京,昌平,2011,02,17310
北京,昌平,2011,01,16694
北京,石景山,2011,12,20516
北京,石景山,2011,11,21298
北京,石景山,2011,10,21769
北京,石景山,2011,09,22330
北京,石景山,2011,08,22741
北京,石景山,2011,07,22821
北京,石景山,2011,06,22873
北京,石景山,2011,05,22953
北京,石景山,2011,04,22995
北京,石景山,2011,03,23084
北京,石景山,2011,02,22498
北京,石景山,2011,01,21780
北京,通州,2011,12,14629
北京,通州,2011,11,15031
北京,通州,2011,10,15359
北京,通州,2011,09,15566
北京,通州,2011,08,15528
北京,通州,2011,07,15604
北京,通州,2011,06,15953
北京,通州,2011,05,16320
北京,通州,2011,04,16561
北京,通州,2011,03,16838
北京,通州,2011,02,16585
北京,通州,2011,01,16117
北京,丰台,2011,12,23291
北京,丰台,2011,11,23714
北京,丰台,2011,10,24194
北京,丰台,2011,09,24363
北京,丰台,2011,08,24392
北京,丰台,2011,07,24324
北京,丰台,2011,06,24398
北京,丰台,2011,05,24566
北京,丰台,2011,04,24890
北京,丰台,2011,03,24884
北京,丰台,2011,02,24375
北京,丰台,2011,01,23869
北京,西城,2011,12,39914
北京,西城,2011,11,40561
北京,西城,2011,10,41578
北京,西城,2011,09,41061
北京,西城,2011,08,40220
北京,西城,2011,07,40302
北京,西城,2011,06,40428
北京,西城,2011,05,40685
北京,西城,2011,04,40608
北京,西城,2011,03,40475
北京,西城,2011,02,39319
北京,西城,2011,01,38877
北京,东城,2011,12,36037
北京,东城,2011,11,36584
北京,东城,2011,10,36620
北京,东城,2011,09,36671
北京,东城,2011,08,36989
北京,东城,2011,07,36554
北京,东城,2011,06,36522
北京,东城,2011,05,36540
北京,东城,2011,04,36449
北京,东城,2011,03,35736
北京,东城,2011,02,35124
北京,东城,2011,01,34757
北京,海淀,2011,12,31703
北京,海淀,2011,11,32462
北京,海淀,2011,10,32771
北京,海淀,2011,09,33004
